id,tags,description,applicant,rating,keywords,methods,revisions,location.name,source.name,source.license,source.url,documentation.name,documentation.url,mechanism_value,mechanism_units,mechanism_rating,mechanism_notes,mechanism_comment,volume_value,volume_units,volume_rating,volume_notes,volume_comment,negativity_value,negativity_units,negativity_rating,negativity_notes,negativity_comment,permanence_value,permanence_units,permanence_rating,permanence_notes,permanence_comment,additionality_value,additionality_units,additionality_rating,additionality_notes,additionality_comment,cost_value,cost_units,cost_rating,cost_notes,cost_comment,specificity_value,specificity_units,specificity_rating,specificity_notes,specificity_comment,pt,projection_comments,projection_group,cost_2020_min,cost_2021_min,cost_2022_min,cost_2023_min,cost_2024_min,cost_2025_min,cost_2026_min,cost_2027_min,cost_2028_min,cost_2029_min,cost_2030_min,cost_2031_min,cost_2032_min,cost_2033_min,cost_2034_min,cost_2035_min,cost_2020_max,cost_2021_max,cost_2022_max,cost_2023_max,cost_2024_max,cost_2025_max,cost_2026_max,cost_2027_max,cost_2028_max,cost_2029_max,cost_2030_max,cost_2031_max,cost_2032_max,cost_2033_max,cost_2034_max,cost_2035_max,vol_2020_min,vol_2021_min,vol_2022_min,vol_2023_min,vol_2024_min,vol_2025_min,vol_2026_min,vol_2027_min,vol_2028_min,vol_2029_min,vol_2030_min,vol_2031_min,vol_2032_min,vol_2033_min,vol_2034_min,vol_2035_min,vol_2020_max,vol_2021_max,vol_2022_max,vol_2023_max,vol_2024_max,vol_2025_max,vol_2026_max,vol_2027_max,vol_2028_max,vol_2029_max,vol_2030_max,vol_2031_max,vol_2032_max,vol_2033_max,vol_2034_max,vol_2035_max
MSFT006,"['biomass', 'injection']",Negative emissions with BECCS on an ethanol plant.,Biorecro,3,BECCS,"Involved parties include Biorecro, MGSC and Associates, Archer Daniels Midland Company, and Schlumberger Carbon Services. Removal capacity is 0.5-1M tCO₂/yr, crediting period is 2026 onwards, injection site is Mt. Simon Sandstone saline formation (>2000 m deep) with a Class VI storage permit. Carbon capture is performed emissions from ethanol production plant. [Early phases](https://www.midwestccus.org/mgsc-transitions-to-mrci/) of this project are [well-documented](https://carbon.americangeosciences.org/vufind/Content/about) and injected ~1M tCO₂ from 2011-2014.","[{'date': '03-17-2021', 'note': 'First release.'}]","Illinois, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,http://www.sequestration.org/mgscprojects/deepsalinestorage.html,1,,1.0,"Avoids emissions from an ethanol plant, and instead captures it for geologic sequestration.","Project seeks to add carbon capture and storage to an existing ethanol plant. Carbon will be captured from ethonal fermentation process, condensed and dehydrated, piped one mile, and injected into bedrock. From a narrow lifecycle perspective, project only avoids CO₂ emissions. From a broad perspective, the same mechanism forms a carbon removal pathway when coupled to biomass production.",4000000.0,tCO₂,1.0,"Seller offers 4,000,000 tCO₂ removal total, with 500,000 tCO₂ offered in FY2021.","Seller claims the project is currently removing 0.5-1M tCO₂/yr from a DOE-funded pilot project, which seems feasible based on the technology. This implies that the total offer is equivalent to 4-8 years of project operation.",,,0.0,,"Negativity is a key parameter for evaluating BECCS projects. Project boundaries for lifecycle analysis include carbon capture and storage components, but not biomass sourcing, ethanol production, or ethanol use. Not enough information is provided to calculate the negativity.",1000.0,years,1.0,"Seller claims 10,000 year permanence.","Successful geologic sequestration produces reliable, effectively permanent carbon storage. Ample public data is available regarding the injection site, practices and impacts.",1.0,,,Operation of ethanol plant without carbon capture and storage (CCS).,"This project is likely additional, but specifics depend on the economics of any applicable tax credits or policy incentives. This particular carbon capture and storage project has been discussed in the context of California's Low Carbon Fuel Standard, a compliance market designed to decrease the carbon intensity of California's transportation fuel.",,,-9999.0,,,1.0,,-9999.0,,"Extensive data available for the initial phases of this project, including the pilot injection period (2011-2014) and post-injection monitoring (2014-2021). Information regarding current operation of the CCS facility and specifics regarding the offered removal volume are lacking.",biomass,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT049,"['biomass', 'injection']",BECCS at the world’s largest biomass power station.,Drax,1,BECCS,"The project combines carbon capture on a biomass power plant using an non-amine solvent developed by [C-Capture](https://www.c-capture.co.uk/our-story/) with geologic storage or CO₂ utilization. Power plant feedstock is wood pellets sourced from US forests. A pilot CCS unit was installed in 2018, with claimed capacity of 1 tCO₂/day. Data from the pilot is not publicly available. A second, full-scale CCS unit will be installed in 2020. Two additional CCS units are to be installed by 2027. Project claims the four units together will have the capacity to remove 16 MtCO₂/year.","[{'date': '03-17-2021', 'note': 'First release.'}]",United Kingdom,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,http://www.drax.com/BECCS,1,,1.0,"Avoids emissions from biomass-fuelled power station, and instead captures it for alternative uses.","Project seeks to add carbon capture and storage to operating biomass power plants, injecting some of the captured CO₂ into geological formations. From a narrow lifecycle perspective, project only avoids CO₂ emissions. From a broad perspective, the same mechanism forms a carbon removal pathway when coupled to biomass production.",4000000.0,tCO₂,0.0,"Seller offers 4,000,000 tCO₂ removal from operation of a CCS system that should be operational by 2027.","Project plans to install CCS on four biomass power plant units. Each CCS unit is projected to capture up to 4 million tCO₂/year. Two pilot projects are currently underway. We were unable to find public data from the first pilot, nor public information regarding the novel non-amine solvent used.",,,0.0,,"Negativity is a key parameter for evaluating BECCS projects. Project uses an open souce Biomass Carbon Calculator (developed by project proponent and verified by third parties) to to perform LCA. Parameters used by project proponent are not available, and there is not enough to calculate the negativity of this project.",1000.0,years,0.0,"Seller claims 10,000 year permanence.","Seller claims captured CO₂ will be injected into deep geological depositis. Successful geologic sequestration produces reliable, effectively permanent carbon storage. It appears that the project is also exploring less permanent, more profitable end-uses for captured CO₂, leading us to withhold validation.",1.0,,,Operation of biomass power plant without carbon capture and storage (CCS).,"This project is likely additional, but specifics depend on the economics of any applicable tax credits or policy incentives.",,,-9999.0,,,1.0,,-9999.0,,Reasonable project details available from project application on online reports. LCA and storage details are lacking.,biomass,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT084,"['biomass', 'storage']",Carbon sequestration via logging and wood burial.,Carbon Sequestration,1,,,"[{'date': '03-17-2021', 'note': 'First release.'}]","Texas, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://www.carbonsequestration-inc.com,1,,0.0,Avoids biomass emissions by burying wood waste in covered pits.,"Technology has not been vetted in practice nor explored carefully in the scientific literature. Constuction of pilot pit began in November 2020. From a broad lifecycle perspective, successful deployment would form a carbon removal pathway when coupled to biomass production. From a narrow, project-specific lifecycle perspective, project would only avoid biogenic CO₂ emissions.",53308.0,tCO₂,0.0,"Seller offers 53,308 tCO₂ removal from the future storage of timber slash, with 22,616 tCO₂ offered in FY2021.","Total volume could be plausible given project claim of access to 100,000 t slash / year. Validation of volume additionally depends on validation of pit design, for which specifics are not available.",,,0.0,Project reports 1215 tCO₂ emitted from diesel-burning equipment. Project mentions that excess gas emission from pit leakage will be flared at the surface and included in the LCA.,Relatively few details provided. Serious analysis required around the potential for emissions to leak from pit.,100.0,years,0.0,Seller claims 100 year permanence.,Pits are partially above-ground. Risks of emission leakage or anaerobic decomposition not addressed comprehensively.,1.0,,,,There is no commercial value to storing wood waste in pits. Further analysis would require knowing competing uses for feedstock.,,,-9999.0,,,0.0,,-9999.0,,Only publication on technique is a speculative research proposal. Demonstration projects in early phases.,biomass,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT110,"['biomass', 'biochar']",Demonstration and commercialisation of biochar.,Carbofex,2,,"Involved parties include Carbofex, Puro.earth, and DNV GL. Buffer is 2.5%,  feedstock is wood thinnings or residue, O:C ratio is 0.021, biochar is 92.7% C by mass. To validate permanence, we use a simple decay model based on Campbell et al. (2019) and data reviewed in Spokas (2010) (see [Jupyter notebook](https://github.com/carbonplan/notebooks/tree/main/biochar) for details).","[{'date': '03-17-2021', 'note': 'First release.'}]",Finland,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://puro.earth/services/biochar-finland-100008,1,,1.0,Avoids emissions from biomass resources and transforms them into long-lived biochar materials.,"From a narrow lifecycle perspective, project only avoids biogenic CO₂ emissions. From a broad perspective, the same mechanism forms a carbon removal pathway when coupled to biomass production.",184.6,tCO₂,0.0,Seller offers 200 tCO₂ removal. A 2.5% buffer is maintained to mitigate against reversals.,"Volume is based on producing biochar that is at least 92% C by mass. In other words, at least 3.4 kg CO₂ emissions are embodied in each kg biochar at point of production. Accounting for the buffer, this corresponds to the production of 60 t of biochar. The claimed annual production capacity of this plant is 700 t. For consistency with other biochar projects, the gross volume of avoided emissions is decreased by 10% because permanence assumes the duration over which 90% of volume will remain. Further validation of volume would require comparison against likely decay rates of the feedstock, which we have not yet done.",0.944,,0.0,"Project proposal reports 0.17 tCO₂ emitted for 3.4 tCO₂ stored at the point of biochar production, which matches past proposals. Puro appears to credit this project for 0.157 tCO₂ emitted for 3.4 tCO₂ stored at the point of biochar production. We report the more conservative ratio. For consistency with other biochar projects, CO₂ sequestration at production is decreased by 10% to reflect volume of ""permanently"" sequestered CO₂. See Permanence for further discussion.","We could not find an explanation for the discrepancy between the project proposal and Puro reporting in public documentation. LCA analysis was performed by third-party, as required by Puro, but details are not publicly available. Boundary conditions well-specified, and include fossil emissions for feedstock harvest, transporation, and pyrolosis.",755.0,years,1.0,Seller claims 5000 year permanence.,"For consistency in reporting biochar projects, we report permanence as the approximate duration over which 90% of biochar C remains. Using the reported O:C ratio of 0.021 and a simple published model, we estimate that 90% of the biochar C will remain in 755 years. This should be considered approximate, as permanence is only weakly correlated with composition, and likely depends on the storage environment and other factors.",1.0,,,,Feedstock is residual wood (thinnings). Biochar production is coupled with discrict heating. Further analysis would require understanding the impact of carbon finance on the operation of the facility.,,,-9999.0,,,1.0,,-9999.0,,"Project is formally listed on Puro.earth. Reasonable details provided on project specifics, and third-party analysis of biochar chemical composition is available. LCA details, which were previously accessible via a link in the Stripe 2020 application, are no longer public.",biomass,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT113,"['biomass', 'wood']",Production of innovative timber wall elements.,Termowood,2,,,"[{'date': '03-17-2021', 'note': 'First release.'}]",Norway,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://puro.earth/services/innovative-timber-construction-elements-norway-100012,1,,1.0,Avoids emissions from decomposing biomass and sequesters carbon in wooden building elements.,"Project produces pre-fabricated, insultated wooden wall elements. From a narrow lifecycle perspective, project only avoids biogenic CO₂ emissions. From a broad perspective, the same mechanism forms a carbon removal pathway when coupled to biomass production.",500.0,tCO₂,0.0,Seller offers 500 tCO₂ removal. A 10% buffer is maintained to mitigate against reversals.,"Seller claims 49.5 kg CO₂ is embodied in each square meter of building material produced. Documentation on the Puro platform claims 29 kg CO₂ per square meter of building material produced. The discrepancy appears to lie in the project boundary considered. 500 tCO₂ is a plausible volume given the technology described, but more documentation connecting offered volume to crediting methodology would be needed validate this volume. Further validation of volume would require comparison against likely decay rates of the feedstock, which we have not yet done.",,,0.0,,"An LCA analysis was performed by a third-party, as required by Puro, and is reflected in the net credits offered via the Puro platform. LCA data and analysis are not publicly available, and there is not enough information to calcualte negativity.",50.0,years,1.0,Seller claims 50 year permanence.,Wood carbon stored in building materials is likely more durable than in forests. 50 years is plausible based on existing literature and regulation.,1.0,,,,"Project produces high-value building materials, and may not be contingent on carbon incentives. This offer might be better understood as an investment in the underlying business model rather than a specific quantity of carbon removal.",,,-9999.0,,,1.0,,-9999.0,,Project is formally listed on Puro.earth. Reasonable details provided on project. Some public documentation is available on the Puro Platform.,biomass,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT114,"['biomass', 'biochar']",Producing biochar from park and garden waste.,Stockholm Exergi,2,,"Involved parties include Stockholm Exergi and Stockholm Vatten and Avfall (Stockholm Water and Waste). Pilot plant started operating in 2017 and has a capacity of 300 t biochar/year. Seller claims this plant produces 600 tCO₂ removal each year, so we infer a claim of 2 tCO₂ embodied in each ton of biochar at the point of production. A full scale plant is planned for 2022. Project is partially funded by [Bloomberg Philanthropies](https://www.bloomberg.org/blog/stockholm-biochar-project-mayors-challenge-winner-opens-first-plant/). To validate permanence, we use a simple decay model based on Campbell et al. (2019) and data reviewed in Spokas (2010) (see [Jupyter notebook](https://github.com/carbonplan/notebooks/tree/main/biochar) for details).","[{'date': '03-17-2021', 'note': 'First release.'}]",Sweden,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://www.stockholmexergi.se/om-stockholm-exergi/about-stockholm-exergi/negative-emissions/biochar/,1,,1.0,Avoids emissions from biomass resources and transforms them into long-lived biochar materials.,"From a narrow lifecycle perspective, project only avoids biogenic CO₂ emissions from park and garden waste. From a broad perspective, the same mechanism forms a carbon removal pathway when coupled to biomass production.",67.5,tCO₂,0.0,Seller offers 75 tCO₂ removal from a pilot plant in Stockholm.,"Volume is based on producing biochar that embodies 2 kg CO₂ / kg biochar at point of production. In other words, biochar must be at least 55% C by mass. This offer thus corresponds to the production of 37.5 t of biochar. Seller claims pilot plant has the capacity to produce 300 t biochar per year. For consistency with other biochar projects, the gross volume of avoided emissions is decreased by 10% because permanence assumes the duration over which 90% of volume will remain.Further validation of volume would require comparison against likely decay rates of the feedstock, which we have not yet done.",,,0.0,,Seller claims that emissions from biochar production and transportation are subtracted from the gross quantity of CO₂ embodied in biochar before carbon benefits are offered to be sold. A detailed LCA is not publicly available.,568.0,years,1.0,Seller claims 100 year permanence.,"For consistency in reporting biochar projects, we report permanence as the approximate duration over which 90% of biochar C remains. In this case, the O:C ratio is not available, so we conservatively assume a high ratio of 0.8. Using a simple published model, we estimate that 90% of the biochar C will remain in 568 years. This should be considered approximate, as permanence is only weakly correlated with composition, and likely depends on the storage environment and other factors.",1.0,,,,Feedstock is plant waste from city residents. Biochar production is coupled with discrict heating. Further analysis would require understanding the impact of carbon finance on the operation of the facility.,,,-9999.0,,,0.0,,-9999.0,,Few details provided on project specifics. Public documentation on chemical composition and LCA are not available.,biomass,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT115,"['biomass', 'wood']",Manufacturing wooden building elements.,Finnish Log House,3,,,"[{'date': '03-17-2021', 'note': 'First release.'}]",Finland,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://puro.earth/services/building-elements-finland-100010,1,,1.0,Avoids emissions from decomposing biomass and sequesters carbon in laminated wood building materials. May also avoid emissions that would come from producing other materials.,"From a narrow lifecycle perspective, project only avoids biogenic CO₂ emissions. From a broad perspective, the same mechanism forms a carbon removal pathway when coupled to biomass production.",15000.0,tCO₂,0.0,"Seller offers 15,000 tCO₂ removal in FY2021. A 10% buffer is maintained to mitigate against reversals.","Volume sourced from multiple facilities across Finland to produce laminated lumber from kiln-dried pine and spruce. Seller claims an annual capacity of 40,000 tCO₂. Species and composition of wood and wood products are well-characterized. Volume appears plausible assuming the given procurement. Further validation of volume would require comparison against likely decay rates of the feedstock, which we have not yet done.",0.782,,1.0,Reported ratio based on 0.16 tCO₂ emissions for 0.71 tCO₂ stored. Boundary conditions include raw materials through production stage. LCA excludes transport of finished materials and construction-related emissions.,"Analysis performed by third-party in 2019 with public details: https://www.hirsikoti.fi/assets/images/RTSEPD_31-19_SuomenHirsitaloteollisuus_LaminatedLogWallStructures.pdf. Boundary conditions are well-specified, and LCA components are detailed and referenced.",50.0,years,1.0,Seller claims 50 year permanence.,Wood carbon stored in building materials is more durable than in forests. 50 years is plausible based on existing literature and regulation.,1.0,,,,"Project produces high-value building materials, and may not be contingent on carbon incentives. Further analysis would require knowing competing uses for feedstock.",,,-9999.0,,,2.0,,-9999.0,,"Project is formally listed on Puro.earth. Few project details are provided in this proposal, but underlying project information is available through the Puro Platform and Stripe's 2020 Negative Emisions Purchase materials.",biomass,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT119,"['biomass', 'wood']",Production of wooden building elements in Norway.,Moelven Limtre,2,,,"[{'date': '03-17-2021', 'note': 'First release.'}]",Norway,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://puro.earth/services/moelven-leading-scandinavian-timber-producer-100023,1,,1.0,Avoids emissions from decomposing biomass and sequesters carbon in laminated wood joists. May also avoid emissions that would come from producing other materials.,"Project produces pre-cut, laminated timber beams. From a narrow lifecycle perspective, project only avoids biogenic CO₂ emissions. From a broad perspective, the same mechanism forms a carbon removal pathway when coupled to biomass production.",14000.0,tCO₂,0.0,"Seller offers 14,000 tCO₂ removal. An 11% buffer is maintained to mitigate against reversals.","Volume sourced from multiple facilities across Norway producing laminated spruce joists. Seller claims 0.616 tCO₂ / cubic meter laminated timber produced. Offer thus corresponds to the production of about 25,526 cubic meters of laminated timber. Further validation of volume would require comparison against likely decay rates of the feedstock, which we have not yet done.",,,0.0,,"An LCA analysis was performed by a third-party, as required by Puro, and is reflected in the net credits offered via the Puro platform. LCA data and analysis are not publicly available, and there is not enough information to calcualte negativity.",50.0,years,1.0,Seller claims 50 year permanence.,Wood carbon stored in building materials is likely more durable than in forests. 50 years is plausible based on existing literature and regulation.,1.0,,,,"Project produces high-value building materials, and may not be contingent on carbon incentives. This offer might be better understood as an investment in the business model rather than the purchase of a particlar quantity of carbon benefits. .",,,-9999.0,,,1.0,,-9999.0,,Project is formally listed on Puro.earth. Reasonable details provided on project. Some public documentation is available on the Puro Platform.,biomass,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT120,"['biomass', 'biochar']",Production of certified biochar in Germany.,Carbon Cycle,2,,"Involved parties include Carbon Cycle, Puro.earth and Ascend AS. Buffer is 2.5%, feedstock is untreated wood chips (a harvest residue), and O:C ratio is 0.017. LCA details are not available. Seller claims that 2.8 tCO₂ is embodied in each ton of biochar, corresponding to biochar that is at least 76% C by mass at point of production. Puro.earth materials indicate that each ton of biochar is credited for 3.091 tCO₂ / ton biochar. Reflecting the 2.5% buffer deduction, we infer that Puro is crediting Carbon Cycle biochar for 3.091 tCO₂/0.975 = 3.17 tCO₂, or biochar that is at least 86% C by mass. (The Puro crediting ratio should also reflect project emissions, so the actual credited %C is likely higher than 86%.) The offer of 800 tCO₂ thus corresponds to the production of up to 293 tons of biochar. We report volume as 90 percent of the carbon sequestered at point of production, or (800 tCO₂/ 0.975 * 0.9 = 738.5 tCO₂). To validate permanence, we use a simple decay model based on Campbell et al. (2019) and data reviewed in Spokas (2010) (see [Jupyter notebook](https://github.com/carbonplan/notebooks/tree/main/biochar) for details).","[{'date': '03-17-2021', 'note': 'First release.'}]",Germany,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://puro.earth/services/carbon-cycle-germany-premium-quality-biochar-100018,1,,1.0,Avoids emissions from biomass resources and transforms them into long-lived biochar materials.,"From a narrow lifecycle perspective, project only avoids biogenic CO₂ emissions from wood harvest residue. From a broad perspective, the same mechanism forms a carbon removal pathway when coupled to biomass production.",738.5,tCO₂,0.0,Seller offers 800 tCO₂ removal. A 2.5% buffer is maintained to mitigate against reversals.,"Volume is based on producing biochar that embodies 2.8 kg CO₂ / kg biochar at point of production. In other words, biochar must be at least 76% C by mass. Accounting for the buffer, this corresponds to the production of 293 t of biochar. For consistency with other biochar projects, the gross volume of avoided emissions is decreased by 10% because permanence assumes the duration over which 90% of volume will remain. Further validation of volume would require knowing the decay rates of the feedstock. Further validation of volume would require comparison against likely decay rates of the feedstock, which we have not yet done.",,,0.0,,"Analysis performed by third-party, as required by Puro. Boundary conditions well-specified and include emissions for feedstock harvest, transporation, and pyrolosis. However, details of the LCA are not available, and negativity cannot be calculated.",769.0,years,1.0,Seller claims 1000 year permanence.,"For consistency in reporting biochar projects, we report permanence as the approximate duration over which 90% of biochar C remains. Using the reported O:C ratio of 0.017 and a simple published model, we estimate that 90% of the biochar C will remain in 769 years. This should be considered approximate, as permanence is only weakly correlated with composition, and likely depends on the storage environment and other factors.",1.0,,,,Feedstock is residual wood (untreated wood chips). Further analysis would require understanding the impact of carbon finance on the operation of the facility.,,,-9999.0,,,1.0,,-9999.0,,"Project is formally listed on Puro.earth. Reasonable details provided on project specifics, and public documentation on chemical composition of biochar is available. LCA details are not publicly available.",biomass,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT122,"['biomass', 'wood']",Production of wooden building elements in Norway.,Are Treindustrier,2,,,"[{'date': '03-17-2021', 'note': 'First release.'}]",Norway,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://www.jatak.no/bedriftene/are-brug-as-avd-askim,1,,1.0,Avoids emissions from decomposing biomass and sequesters carbon in laminated wood joists. May also avoid emissions that would come from producing other materials.,"Project produces pre fabricated timber elements. From a narrow lifecycle perspective, project only avoids biogenic CO₂ emissions. From a broad perspective, the same mechanism forms a carbon removal pathway when coupled to biomass production.",13000.0,tCO₂,0.0,"Seller offers 13,000 tCO₂ removal. An 10% buffer is maintained to mitigate against reversals.","Volume sourced from multiple facilities across Norway. Seller claims 0.66 tCO₂ / cubic meter of wooden building element produced. This offer thus corresponds to the production of about 19,696 cubic meters of wooden building element. Further validation of volume would require comparison against likely decay rates of the feedstock, which we have not yet done.",,,0.0,,"A detailed, third party LCA was performed. Report is in Norweigan. Negativity could likely be calculated upon translation.",50.0,years,1.0,Seller claims 50 year permanence.,Wood carbon stored in building materials is likely more durable than in forests. 50 years is plausible based on existing literature and regulation.,1.0,,,,"Project produces high-value building materials, and may not be contingent on carbon incentives. This offer might be better understood as an investment in underlying business model rather than the purchase of a specific quantity of carbon benefits.",,,-9999.0,,,0.0,,-9999.0,,"Project specifics, including feedstock and LCA, are not publicly available. Project does not yet appear on the Puro platform.",biomass,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
